コンカツ・リカツ (2009) ,今すぐKiss Me -20th-,LINDBERG(リンドバーグ),今すぐKiss Me,LINDBERG BEST~FLIGHT RECORDER III~,LINDBERG,1998-09-12,214266,25,4,1,0.45,0.0235,0.92,0,0.188,-2.909,0.0739,173.9,4,0.713
かりゆし先生 ちばる！ (2009) ,ラフカット ダイアモンド,MAX,ラフカット ダイアモンド - MAX ALL SINGLES NON STOP MIX,MAX ALL SINGLES NON STOP MIX,MAX,2016-01-27,160499,1,5,1,0.593,0.00582,0.953,9.26e-06,0.247,-1.929,0.102,124.105,4,0.493
TAJOMARU (2009) ,PRAY,B'z,PRAY,MAGIC,B'z,2009-11-18,280983,27,0,1,0.382,0.0758,0.856,1.14e-06,0.501,-4.052,0.0464,166.117,4,0.372
ブザー・ビート～崖っぷちのヒーロー～ Buzzer Beat (2009) ,イチブトゼンブ,B'z … B'zが月9の主題歌を担当するのは初。,イチブトゼンブ,MAGIC,B'z,2009-11-18,249796,57,7,1,0.564,0.0988,0.94,1.09e-05,0.108,-3.132,0.0677,109.03,4,0.613
帝王 (2009) ,Break Down,AAA(トリプル・エー),Break Down - 15thbest,AAA 15th Anniversary All Time Best -thanx AAA lot-,AAA,2020-02-19,287826,17,11,0,0.706,0.0116,0.92,0,0.0925,-2.806,0.2,149.969,4,0.48
ママはアイドル！ (1987) ,派手!!!,中山美穂,「派手!!!」,COLLECTION Ⅰ,中山美穂,1987-11-05,241680,22,7,1,0.615,0.375,0.986,0.000101,0.256,-5.673,0.0735,156.938,4,0.681
おひとりさま (2009) ,声をきかせて,BIGBANG,声をきかせて - [BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-],BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE-,BIGBANG,2018-03-14,252946,24,6,1,0.489,0.00828,0.887,0,0.823,-5.284,0.0521,120.042,4,0.338
逢いたい時にあなたはいない… (1991) ,遠い街のどこかで…,中山美穂,遠い街のどこかで…(THE REMIXES MIHO NAKAYAMA MEETS New York GROOVE),THE REMIXES MIHO NAKAYAMA MEETS New York GROOVE,中山美穂,1997-12-03,372466,1,8,1,0.584,0.268,0.661,0.00139,0.111,-6.865,0.033,109.003,4,0.353
ONE PIECE FILM ワンピースフィルム STRONG WORLD (2009) ,fanfare,Mr.Children,fanfare,SENSE,Mr.Children,2010-12-01,375533,44,11,1,0.449,0.0263,0.876,0,0.242,-2.413,0.042,127.861,4,0.383
劇場版 銀魂 新訳紅桜篇 Gintama: The Movie (2010) ,バクチ・ダンサー,DOES,バクチ・ダンサー,SINGLES,DOES,2010-07-21,178706,48,9,0,0.32,3.84e-06,0.84,0,0.0665,-4.706,0.0574,113.579,3,0.831
コード・ブルー～ドクターヘリ緊急救命～2nd season Code Blue2 (2010) ,HANABI,Mr.Children,HANABI,SUPERMARKET FANTASY,Mr.Children,2008-12-10,342773,62,1,1,0.638,0.157,0.766,0,0.124,-5.541,0.0268,112.005,4,0.595
サラリーマン金太郎2 (2010) ,long time no see,B'z,long time no see,MAGIC,B'z,2009-11-18,188987,28,11,0,0.439,0.000185,0.967,3.2e-05,0.522,-4.021,0.139,168.958,4,0.529
泣かないと決めた日 (2010) ,don't cry anymore,miwa,don't cry anymore - From THE FIRST TAKE,don't cry anymore - From THE FIRST TAKE,miwa,2020-12-25,303667,33,5,1,0.523,0.85,0.285,0,0.139,-6.317,0.0323,106.326,4,0.484
矢島美容室 THE MOVIE 夢をつかまネバダ (2010) ,アイドルみたいに歌わせて,矢島美容室feat.プリンセス・セイコ(松田聖子),アイドルみたいに歌わせて - 矢島美容室で歌おう!,アイドルみたいに歌わせて (feat.プリンセス・セイコ),矢島美容室,2010-04-21,278733,1,8,1,0.641,0.172,0.927,0.000162,0.065,-2.524,0.0728,97.954,4,0.75
マジすか学園 (2010) ,桜の栞,AKB48,桜の栞,桜の栞<Type-A>,AKB48,2010-02-17,238781,34,3,1,0.404,0.977,0.279,0,0.259,-11.559,0.0283,103.867,4,0.335
春のまぼろし (2010) ,春のまぼろし,Superfly,"春のまぼろし - Superfly 10th Anniversary Premium LIVE ""Bloom""",Bloom,Superfly,2018-06-06,313932,10,8,1,0.443,0.862,0.441,0.00124,0.719,-4.295,0.0263,97.884,4,0.103
瞬 またたき (2010) ,会いたいから,K,会いたいから,K-BEST,K,2005,314546,8,5,1,0.559,0.196,0.63,0,0.376,-5.844,0.0294,78.013,4,0.521
美味學院(デリシャスガクイン) (2007) ,唇からロマンチカ,AAA,唇からロマンチカ - 日高光啓 ver.,AAA DOME TOUR 2019 +PLUS SET LIST,AAA,2020-01-14,241786,22,7,1,0.565,0.0438,0.934,0,0.957,-5.072,0.0786,110.054,4,0.694
警視庁 失踪人捜査課 (2010) ,Trust In You,JUJU,Trust In You,YOU,JUJU,2011-07-13,233440,24,9,0,0.623,0.349,0.796,0,0.0501,-4.32,0.0985,97.923,4,0.528
崖っぷちのエリー～この世でいちばん大事な「カネ」の話～ (2010) ,負けない心,AAA、小室哲哉(作曲),負けない心 - AAA TOUR 2012 -777- TRIPLE SEVEN ver.,AAA TOUR 2012 -777- TRIPLE SEVEN,AAA,2013-02-13,350373,16,0,0,0.529,0.289,0.946,1.34e-05,0.892,-4.34,0.0924,133.983,4,0.168
ガフールの伝説 Legend of the Guardians: The Owls of Ga'Hoole (2010) ,To the Sky,Owl City,To the Sky,Legend of the Guardians: The Owls of Ga'Hoole (Original Motion Picture Soundtrack),David Hirschfelder,2010-09-21,219106,50,11,1,0.497,0.261,0.624,2.31e-06,0.119,-9.065,0.0825,175.007,4,0.925
ハンマーセッション！ Hammer Session! (2010) ,LIAR,SPYAIR,LIAR,Rockin' the World,SPYAIR,2011-09-21,193373,31,8,1,0.614,0.00209,0.962,0,0.319,-2.216,0.0446,115.108,4,0.775
言霊の女たち。 (2010) ,君しか,ノースリーブス,君しか,君しか,ノースリーブス,2010,274626,22,6,0,0.577,0.0471,0.985,0,0.373,-1.131,0.0795,145.058,4,0.64
闇金ウシジマくん (2010) ,巣立ち,鴉,巣立ち,巣立ち,鴉,2014-03-12,192693,30,4,1,0.408,0.00873,0.845,0,0.102,-2.99,0.0482,94.99,4,0.608
パーフェクト・リポート Perfect Report (2010) ,Rain,YUI,Rain 〜YUI Acoustic Version〜,It's My Life / Your Heaven,YUI,2011-01-26,239680,27,5,1,0.584,0.811,0.41,0,0.0952,-7.389,0.0289,154.973,4,0.492
アイム・ヒア I'm Here (2010) ,There Are Many of Us,,There Are Many of Us,There Are Many of Us,Aska Matsumiya,2010,196093,15,7,1,0.486,0.878,0.11,0.156,0.141,-17.007,0.0315,85.389,4,0.121
カントリー・ストロング Country Strong (2010) ,Country Strong,Gwyneth Paltrow,Country Strong,Country Strong (Original Motion Picture Soundtrack),Various Artists,2010-10-26,255200,38,6,1,0.423,0.113,0.844,0.000798,0.217,-2.932,0.0372,147.96,4,0.301
映画ドラえもん 新・のび太と鉄人兵団 ～はばたけ 天使たち～ (2011) ,友達の唄,BUMP OF CHICKEN,友達の唄,RAY,BUMP OF CHICKEN,2014-03-12,369893,42,6,1,0.554,0.00306,0.482,0.00204,0.107,-5.751,0.0249,88.09,4,0.148
ラビット・ホラー3D (2011) ,BURN,SCANDAL,BURN,BABY ACTION,SCANDAL,2011-08-10,319106,17,2,0,0.36,0.00241,0.817,0.186,0.103,-3.201,0.0452,183.969,4,0.444
くまのプーさん Winnie the Pooh (2011) ,Winnie the Pooh,Zooey Deschanel(ズーイー・デシャネル),Winnie the Pooh,Winnie the Pooh,Various Artists,2011-01-01,152440,48,2,1,0.432,0.454,0.37,0.00964,0.0864,-11.285,0.0806,148.93,4,0.388
犬とあなたの物語 いぬのえいが (2011) ,願い,JUJU,願い,YOU,JUJU,2011-07-13,271866,24,7,1,0.488,0.206,0.69,0,0.16,-4.3,0.0343,143.96,4,0.405
もし高校野球の女子マネージャーがドラッカーの『マネジメント』を読んだら (2011) ,Everyday、カチューシャ,AKB48,Everyday、カチューシャ,1830m,AKB48,2012-08-15,316373,43,3,1,0.369,0.0765,0.964,0,0.22,-3.202,0.0987,172.492,4,0.274
ヘブンズ・フラワー Heaven's Flower (2011) ,アノミー,amazarashi,アノミー,アノミー,amazarashi,2011-03-16,244760,32,2,1,0.575,0.315,0.775,0,0.129,-3.688,0.0337,92.927,4,0.199
木曜日の食卓 (1992) ,家に帰ろう(マイ・スイート・ホーム),,家に帰ろう(マイ・スイート・ホーム),One True Love,"10,000 Promises.",2004-02-18,261000,0,0,1,0.623,0.0377,0.67,0,0.325,-4.663,0.0276,120.032,4,0.678
名探偵コナン 沈黙の15分(クォーター) Detective Conan: Quarter of Silence (2011) ,Don't Wanna Lie,B'z,Don't Wanna Lie,C'mon,B'z,2011-07-27,244208,43,1,0,0.53,0.0051,0.967,0.00078,0.267,-3.128,0.101,120.055,3,0.456
ALWAYS 三丁目の夕日'64 (2012) ,グッドラック,BUMP OF CHICKEN,グッドラック,RAY,BUMP OF CHICKEN,2014-03-12,424693,37,11,1,0.508,0.00606,0.68,0,0.119,-4.03,0.0253,91.099,4,0.247
豆富小僧 (2011) ,ハルカ,SCANDAL,ハルカ,BABY ACTION,SCANDAL,2011-08-10,307453,25,0,1,0.621,0.000451,0.735,0,0.136,-3.532,0.0278,123.973,4,0.575
彼方からの手紙 (2008) ,彼方からの手紙,,彼方からの手紙,WILD FANCY ALLIANCE,SCHA DARA PARR,1993,369013,17,1,1,0.704,0.628,0.873,0.416,0.296,-7.611,0.151,93.851,4,0.0868
グッドライフ～ありがとう、パパ。さよなら～ (2011) ,また明日...,JUJU,また明日...,YOU,JUJU,2011-07-13,335613,41,9,1,0.403,0.675,0.605,0,0.178,-4.979,0.0322,149.921,4,0.243
劇場版 テニスの王子様 英国式庭球城決戦！ (2011) ,I4U,AAA,I4U,Another side of #AAABEST,AAA,2012-03-21,282640,26,2,1,0.679,0.00535,0.967,0,0.122,-2.919,0.042,127.99,4,0.827
僕等がいた 後篇 (2012) ,pieces,Mr.Children,pieces,[(an imitation) blood orange],Mr.Children,2012-11-28,393560,29,2,1,0.481,0.318,0.708,1.23e-06,0.151,-6.244,0.0261,80.055,4,0.496
花ざかりの君たちへ～イケメン☆パラダイス～2011 (2011) ,フライングゲット,AKB48,フライングゲット,1830m,AKB48,2012-08-15,257640,45,0,0,0.531,0.119,0.977,1.1e-05,0.365,-2.64,0.154,131.023,4,0.611
ドン★キホーテ Don Quixote (2011) ,BEAUTIFUL DAYS,SPYAIR,BEAUTIFUL DAYS,Rockin' the World,SPYAIR,2011-09-21,256278,32,4,1,0.545,0.0254,0.931,0,0.282,-2.057,0.0404,102.006,4,0.406
チーム・バチスタ3 アリアドネの弾丸 (2011) ,アリアドネの糸,Do As Infinity,アリアドネの糸 - Do As Infinity Acoustic Tour 2016 -2 of Us-,Do As Infinity Acoustic Tour 2016 -2 of Us-,Do As Infinity,2016-10-05,250409,2,0,1,0.432,0.0927,0.835,3.15e-05,0.0921,-3.824,0.0332,161.625,4,0.569
桜蘭高校ホスト部(クラブ) Ouran High School Host Club (2011) ,FRiDAY-MA-MAGiC,miwa,FRiDAY-MA-MAGiC,guitarium,miwa,2012-03-14,266000,22,0,1,0.599,0.0177,0.958,1.56e-06,0.0722,-3.494,0.0621,129.988,4,0.647
麒麟の翼 ～劇場版・新参者～ (2012) ,sign,JUJU,sign,BEST STORY 〜Love stories〜,JUJU,2012-11-07,362293,37,8,0,0.568,0.431,0.564,0,0.204,-5.457,0.0288,74.061,4,0.348
ライフ いのちをつなぐ物語 One Life (2011) ,蘇生,Mr.Children,蘇生,It's a wonderful world,Mr.Children,2002-05-10,368026,42,0,1,0.486,0.0114,0.851,0,0.34,-6.302,0.056,124.732,4,0.237
るろうに剣心 -明治剣客浪漫譚- (2012) ,The Beginning,ONE OK ROCK,The Beginning,JINSEI KAKETE BOKU WA,ONE OK ROCK,2013-03-06,292733,61,0,1,0.36,8.83e-05,0.983,0,0.111,-2.352,0.101,182.058,4,0.279
俺の空 刑事編 (2011) ,Beautiful Life,EXILE,Beautiful Life,EXILE JAPAN / Solo,EXILE,2012-01-01,303272,23,2,1,0.689,0.0253,0.787,0,0.119,-5.478,0.0409,110.008,4,0.5
三銃士/王妃の首飾りとダ・ヴィンチの飛行船 The Three Musketeers (2011) ,When We Were Young,Take That(テイク・ザット),When We Were Young,The Three Musketeers (Original Motion Picture Soundtrack),Paul Haslinger,2011-10-18,269186,20,7,1,0.544,0.582,0.63,4.44e-06,0.0933,-10.356,0.0312,112.004,4,0.217
怪盗ロワイヤル (2011) ,Lock On,YUI,Lock On,HOW CRAZY YOUR LOVE,YUI,2011-11-02,214266,24,10,1,0.449,0.0815,0.831,0,0.131,-3.852,0.0773,159.921,4,0.195
専業主婦探偵～私はシャドウ (2011) ,スパイス,Perfume,スパイス,JPN,Perfume,2012-02-29,232293,24,5,0,0.494,0.0658,0.974,0.0149,0.225,-2.856,0.0456,110.028,4,0.604
ミロクローゼ Milocrorze (2011) ,LOST AND FOUND,ONE OK ROCK,LOST AND FOUND,Zankyō Reference,ONE OK ROCK,2011-10-05,182600,33,9,0,0.391,8.8e-05,0.971,0,0.346,-3.082,0.0733,194.409,4,0.729
恋愛ニート～忘れた恋のはじめ方 (2012) ,Be...,Ms.OOJA,Be...,HEART,Ms.OOJA,2012-01-01,290640,46,8,1,0.577,0.341,0.547,0,0.0968,-6.498,0.0306,148.061,4,0.239
オズ はじまりの戦い Oz: The Great and Powerful (2013) ,Almost Home,Mariah Carey(マライア・キャリー) … 作詞とプロデュースもマライアが手がけた。,Almost Home,Almost Home,Mariah Carey,2013-01-01,227920,35,11,1,0.539,0.0102,0.768,3.12e-05,0.108,-3.841,0.0303,87.055,4,0.354
DOCUMENTARY of AKB48 Show must go on 少女たちは傷つきながら、夢を見る (2012) ,ファースト・ラビット,AKB48,ファースト・ラビット,1830m,AKB48,2012-08-15,290733,33,8,1,0.405,0.0216,0.968,0.000104,0.0631,-2.903,0.0635,168.02,4,0.448
大奥～誕生～[有功・家光篇] (2012) ,DEEPNESS,MISIA,DEEPNESS,Super Best Records -15th Celebration-,MISIA,2013-02-20,284666,25,2,1,0.54,0.55,0.7,0,0.202,-4.771,0.0344,76.995,4,0.309
白戸修の事件簿 (2012) ,青い天国,OKAMOTO'S,青い天国,10'S BEST,OKAMOTO'S,2020-04-15,194320,24,11,0,0.583,0.0124,0.97,0,0.172,-1.452,0.103,139.992,4,0.758
もう一度君に、プロポーズ (2012) ,ただいま,JUJU,ただいま,BEST STORY 〜Life stories〜,JUJU,2012-11-07,300453,36,9,1,0.56,0.138,0.725,0,0.247,-4.299,0.0251,98.0,4,0.506
ストレンジャーズ6 Strangers 6 (2012) ,Stranger,SHINee,Stranger - Korean Version,Sherlock - The 4th Mini Album,SHINee,2012-03-21,195213,35,9,0,0.802,0.0367,0.788,0,0.246,-3.787,0.066,127.943,4,0.742
007/スペクター SPECTRE (2015) ,Writing's On The Wall,Sam Smith(サム・スミス) … 第88回アカデミー賞で、歌曲賞を受賞。,"Writing's On The Wall - From ""Spectre"" Soundtrack",Writing's On The Wall,Sam Smith,2015-09-25,278987,70,5,0,0.261,0.769,0.302,2.57e-06,0.0863,-8.19,0.0339,81.418,3,0.0883
サマーレスキュー～天空の診療所～ (2012) ,輝く月のように,Superfly,"輝く月のように - Superfly 10th Anniversary Premium LIVE ""Bloom""",Bloom,Superfly,2018-06-06,358332,12,9,1,0.277,0.864,0.468,9.38e-05,0.69,-4.395,0.0296,142.368,4,0.222
リッチマン、プアウーマン Richman Poorwoman (2012) ,ヒカリヘ,miwa,ヒカリヘ,Delight,miwa,2013-05-22,292306,57,7,1,0.565,0.325,0.902,2.94e-05,0.505,-2.556,0.0316,132.018,4,0.372
永遠の0 (2013) ,蛍,サザンオールスターズ,蛍,葡萄,サザンオールスターズ,2015-03-31,193866,39,9,1,0.427,0.93,0.353,0.0168,0.118,-10.15,0.0272,84.921,4,0.332
ドラゴンズドグマ Dragon's Dogma (2012) ,Into Free -Dangan-,B'z … 「,Into Free -Dangan-,B'z,B'z,2012-07-25,281209,40,8,1,0.386,0.0206,0.886,6.36e-06,0.249,-6.219,0.092,135.05,4,0.126
トッカン 特別国税徴収官 Tokkan (2012) ,hypnosis,Mr.Children,hypnosis,[(an imitation) blood orange],Mr.Children,2012-11-28,358120,39,4,0,0.441,0.14,0.524,0,0.107,-6.604,0.0261,77.051,4,0.241
息もできない夏 (2012) ,firefly,BUMP OF CHICKEN,firefly,RAY,BUMP OF CHICKEN,2014-03-12,325240,38,1,1,0.489,0.000128,0.861,0.115,0.249,-3.422,0.0338,91.638,4,0.359
黒の女教師 (2012) ,THE OVER,UVERworld,THE OVER,THE ONE,UVERworld,2012-11-28,322720,43,5,1,0.558,0.0105,0.966,0,0.119,-3.441,0.162,94.914,4,0.322
リアル～完全なる首長竜の日～ (2013) ,REM,Mr.Children,REM,REFLECTION{Naked},Mr.Children,2015-06-04,270280,29,11,0,0.491,0.00638,0.807,0,0.196,-5.238,0.0468,160.044,4,0.253
グッモーエビアン！ Good Morning Everyone! (2012) ,the same as...,ONE OK ROCK,the same as...,JINSEI KAKETE BOKU WA,ONE OK ROCK,2013-03-06,276640,44,5,1,0.392,6.22e-05,0.933,0,0.0706,-3.376,0.0638,158.612,4,0.366
遅咲きのヒマワリ～ボクの人生、リニューアル～ (2012) ,常套句,Mr.Children,常套句,[(an imitation) blood orange],Mr.Children,2012-11-28,245213,45,9,1,0.557,0.461,0.418,9.86e-06,0.0923,-7.242,0.026,134.063,4,0.203
私の奴隷になりなさい (2012) ,fade,,Clean White Noise - Loopable with no fade,Best White Noise for Baby Sleep - Loopable with No Fade,White Noise Baby Sleep,2017-01-08,90228,84,8,1,0,0.791,0.00342,1.0,0.111,-28.46,0,0,0,0
007/ノー・タイム・トゥ・ダイ No Time to Die (2021) ,No Time To Die,Billie Eilish(ビリー・アイリッシュ) … 歴代最年少で、テーマソングを担当。,No Time To Die,No Time To Die,Billie Eilish,2020-02-13,242265,80,4,0,0.38,0.917,0.219,0.0104,0.0827,-13.273,0.0358,73.537,4,0.0517
劇場版銀魂完結篇 万事屋よ永遠なれ (2013) ,現状ディストラクション,SPYAIR,現状ディストラクション,MILLION,SPYAIR,2013-08-07,216240,44,7,1,0.284,0.000152,0.951,3.77e-06,0.0478,-2.59,0.0785,193.882,4,0.547
DOCUMENTARY of AKB48 No flower without rain 少女たちは涙の後に何を見る？ (2013) ,After rain,AKB48,After rain,次の足跡 Type A <初回限定盤>,AKB48,2014-01-22,209600,22,9,1,0.325,0.0152,0.959,1.04e-06,0.245,-3.156,0.1,179.95,4,0.524
映画ドラえもん のび太のひみつ道具博物館(ミュージアム) (2013) ,未来のミュージアム,Perfume,未来のミュージアム,LEVEL3,Perfume,2013-10-16,201000,41,8,1,0.603,0.0363,0.922,0.25,0.0938,-2.409,0.0432,170.028,4,0.809
映画クレヨンしんちゃん バカうまっ！ B級グルメサバイバル！！ (2013) ,RPG,SEKAI NO OWARI,RPG,Best of SEKAI NO OWARI (in Japanese),SEKAI NO OWARI,2016-06-06,291346,34,4,1,0.492,0.0257,0.937,0.0164,0.185,-3.496,0.0554,134.978,4,0.458
リッチマン、プアウーマンinニューヨーク Richman Poorwoman in New York (2013) ,ヒカリヘ,miwa,ヒカリヘ,Delight,miwa,2013-05-22,292306,57,7,1,0.565,0.325,0.902,2.94e-05,0.505,-2.556,0.0316,132.018,4,0.372
TAKE FIVE～俺たちは愛を盗めるか～ (2013) ,GIVE ME LOVE,2PM,GIVE ME LOVE,GENESIS OF 2PM,2PM,2014-01-29,239173,21,0,0,0.71,0.00798,0.951,1.19e-06,0.192,-3.499,0.0554,127.987,4,0.883
潜入探偵トカゲ (2013) ,虹,SPYAIR,虹,MILLION,SPYAIR,2013-08-07,298813,29,9,1,0.464,0.00111,0.852,1.04e-06,0.131,-4.216,0.0455,136.027,4,0.374
35歳の高校生 (2013) ,Flower Song,EXILE,Flower Song,19 -Road to AMAZING WORLD-,EXILE,2015-03-25,296360,37,10,1,0.635,0.0358,0.845,0,0.261,-4.648,0.0351,109.946,4,0.664
雲の階段 (2013) ,核心,B'z,核心,B'z The Best XXV 1988-1998,B'z,2013-06-12,222402,28,0,1,0.54,0.249,0.929,0.000246,0.246,-3.098,0.0808,97.079,4,0.62
旅立ちの島唄 ～十五の春～ (2012) ,春にゴンドラ,BEGIN,春にゴンドラ,春にゴンドラ,BEGIN,2013-03-20,334066,18,7,1,0.346,0.621,0.417,8.82e-05,0.144,-7.873,0.0298,81.499,4,0.318
書店員ミチルの身の上話 (2013) ,ALONE,U-KISS,ALONE,U-KISS JAPAN BEST COLLECTION 2011-2016,U-KISS,2016-12-21,258973,20,7,1,0.488,0.00659,0.901,0,0.12,-5.254,0.0623,170.025,4,0.311
キャプテンハーロック (2013) ,Be the light,ONE OK ROCK,Be the light,JINSEI KAKETE BOKU WA,ONE OK ROCK,2013-03-06,338920,48,10,1,0.454,0.00742,0.876,0,0.0854,-4.045,0.0403,82.022,4,0.42
DOCTORS 2 最強の名医 (2013) ,ユートピア,B'z,ユートピア,B'z The Best XXV 1999-2012,B'z,2013-06-12,263179,27,8,1,0.539,0.0673,0.925,5.16e-05,0.0266,-2.52,0.158,118.102,4,0.405
危険なカンケイ (2013) ,Eighth Wonder,AAA,Eighth Wonder,Eighth Wonder,AAA,2013-09-18,359920,35,0,1,0.627,0.00925,0.918,0.000964,0.403,-4.247,0.0405,129.033,4,0.17
中二病でも恋がしたい！ (2012) ,Sparkling Daydream,ZAQ,Sparkling Daydream,NOISY Lab.,ZAQ,2014-04-16,249773,48,11,0,0.529,0.0404,0.957,0,0.276,-2.681,0.161,175.031,4,0.387
アナと雪の女王 Frozen (2013) ,Let It Go,Idina Menzel(イディナ・メンゼル) … 第86回アカデミー賞で、オリジナル歌曲賞を受賞。,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Various Artists,2013-01-01,223840,74,8,1,0.543,0.558,0.485,0,0.12,-6.85,0.0305,136.961,4,0.371
るろうに剣心 京都大火編 (2014) ,Mighty Long Fall,ONE OK ROCK,Mighty Long Fall,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,243120,48,3,0,0.467,0.000864,0.946,1.42e-05,0.33,-5.097,0.063,158.011,4,0.581
るろうに剣心 伝説の最期編 (2014) ,Mighty Long Fall,ONE OK ROCK,Mighty Long Fall,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,243120,48,3,0,0.467,0.000864,0.946,1.42e-05,0.33,-5.097,0.063,158.011,4,0.581
タイガーマスク (2013) ,MASK,AAA,MASK,恋音と雨空,AAA,2013-09-04,279066,20,9,1,0.549,0.00316,0.924,0,0.385,-3.786,0.0704,102.989,4,0.563
劇場版 TIGER & BUNNY -The Rising- (2014) ,harmonized finale,UNISON SQUARE GARDEN,harmonized finale,Catcher In The Spy,UNISON SQUARE GARDEN,2014-08-27,316186,33,5,1,0.304,0.00902,0.933,0,0.167,-3.759,0.0908,180.774,4,0.401
ペルソナ3 THE MOVIE 第1章 PERSONA3 THE MOVIE #1 Spring of Birth (2013) ,More Than One Heart,川村ゆみ,More Than One Heart,PERSONA MUSIC FES 2013 〜in 日本武道館,Various Artists,2014-08-27,324040,21,4,0,0.563,0.0101,0.871,0.00186,0.123,-4.712,0.0559,116.02,4,0.444
仮面ライダー鎧武/ガイム (2013) ,JUST LIVE MORE,鎧武乃風(湘南乃風),JUST LIVE MORE,JUST LIVE MORE,鎧武乃風,2013-12-11,225426,38,8,0,0.466,0.000548,0.956,0,0.268,-4.387,0.091,94.932,4,0.324
劇場版 薄桜鬼 第一章 京都乱舞 (2013) ,紅ノ絲,吉岡亜衣加,紅ノ絲,紅ノ絲,吉岡亜衣加,2013-08-21,342826,24,6,0,0.39,0.114,0.687,0.00488,0.114,-5.429,0.04,161.915,4,0.276
鷹の爪GO～美しきエリエール消臭プラス～ (2013) ,IRONY,m-flo+daoko,IRONY,FUTURE IS WOW,m-flo,2014-03-26,291266,30,0,1,0.559,0.017,0.786,0,0.163,-5.975,0.154,90.002,4,0.512
都市伝説の女 (2013) ,Sweet Refrain,Perfume,Sweet Refrain,Sweet Refrain,Perfume,2013-12-04,296306,33,0,1,0.571,5.95e-05,0.954,0.00155,0.231,-3.473,0.0282,140.056,4,0.398
機動戦士ガンダムUC(ユニコーン) episode 6 宇宙と地球と (2013) ,RE:I AM,Aimer,RE:I AM,Best Selection Noir,Aimer,2017,347173,37,8,1,0.452,0.156,0.809,0,0.365,-3.966,0.0617,143.976,4,0.375
隠蔽捜査 (2014) ,東京,wacci,東京24区,東京24区,wacci,2021-10-27,259000,33,1,1,0.723,0.0203,0.59,0,0.0936,-6.798,0.0322,92.012,4,0.519
寄生獣 (2014) ,パレード,BUMP OF CHICKEN … 11月29日(土)にデジタルでリリース。,パレード,Butterflies,BUMP OF CHICKEN,2016-02-10,234973,37,8,1,0.537,0.00044,0.731,0.000458,0.337,-7.16,0.0369,92.588,4,0.167
寄生獣 完結編 (2015) ,コロニー,BUMP OF CHICKEN,コロニー,Butterflies,BUMP OF CHICKEN,2016-02-10,316613,38,11,1,0.636,0.259,0.495,0,0.0696,-9.036,0.0512,78.038,4,0.238
僕のいた時間 (2014) ,春風,Rihwa,春風,BORDERLESS,Rihwa,2014-04-02,333531,48,2,1,0.453,0.135,0.545,0.000278,0.237,-4.27,0.025,78.02,4,0.3
緊急取調室 (2014) ,Door,JUJU,Door,DOOR,JUJU,2014-03-05,248266,21,4,1,0.611,0.215,0.77,0,0.0931,-4.412,0.0271,100.051,4,0.385
闇金ウシジマくん Season2 (2014) ,巣立ち,鴉,巣立ち,巣立ち,鴉,2014-03-12,192693,30,4,1,0.408,0.00873,0.845,0,0.102,-2.99,0.0482,94.99,4,0.608
恋文日和 (2014) ,Diamond Only,E-girls,Diamond Only,E.G.11,E-girls,2018-05-23,229173,27,0,1,0.589,0.0537,0.903,0,0.356,-4.512,0.0446,136.997,4,0.533
青天の霹靂 (2014) ,放たれる,Mr.Children,放たれる,REFLECTION{Naked},Mr.Children,2015-06-04,334366,29,4,1,0.479,0.219,0.59,0,0.0855,-6.459,0.0252,149.936,4,0.437
劇場版 薄桜鬼 第二章 士魂蒼穹 (2014) ,蒼穹ノ旗,吉岡亜衣加,蒼穹ノ旗,蒼穹ノ旗,吉岡亜衣加,2014-02-26,384893,23,4,0,0.341,0.428,0.63,0,0.234,-4.768,0.0365,145.914,4,0.289
ビター・ブラッド Bitter Blood (2014) ,Do You Ever Shine?,Mayday(メイデイ),Do You Ever Shine?,Do You Ever Shine?,Mayday,2014-06-16,269920,25,8,1,0.432,0.0109,0.903,0,0.176,-4.133,0.109,154.98,4,0.298
サイレント・プア (2014) ,Hold Your Hand,Perfume,Hold Your Hand,COSMIC EXPLORER,Perfume,2016-04-06,215760,18,7,1,0.565,0.0224,0.944,0.00442,0.209,-1.358,0.0282,130.0,4,0.756
トクボウ警察庁特殊防犯課 (2014) ,HANDs,AAA,HANDs,GOLD SYMPHONY,AAA,2014-10-01,323786,22,5,0,0.501,0.0184,0.938,0,0.205,-4.117,0.0684,127.987,4,0.349
マレフィセント Maleficent (2014) ,Once Upon a Dream,Lana Del Rey(ラナ・デル・レイ) … サントラに収録。,"Once Upon a Dream - From ""Maleficent"" / Pop Version","Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",Lana Del Rey,2014-01-01,203080,64,5,1,0.289,0.659,0.274,0.0166,0.109,-16.574,0.0353,119.997,3,0.167
